LABTY,LABTY_OLD,LABTX,AFLAG,LABIE,LABIV,LABIM,RL1IE,RL2IE,RL3IE,RL4IE,RL5IE,RL1IV,RL2IV,RL3IV,RL4IV,RL5IV,DBPTL,DPATH_OLD,UPATH,HTXIV,HLPTX,ISDEL,CRTBY,CRTDT,CRTTM,CHNBY,CHNDT,CHNTM,MAXLT,PLCHD,UNQID,DBPCL
MOTOR_TITLE3,passengerdetails,Passenger details,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,06:50:52,,,,50,Maximum character limit is 50,354,
MOTOR_TITLE3_BTNADD,addpassenger,Add Passenger,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,06:50:52,,,,50,Maximum character limit is 50,355,
MOTOR_T3_COL_DELETE,passengerdelete,Delete,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,06:50:52,,,,50,Maximum character limit is 50,360,
MOTOR_TITLE4,ConditionsDetails,Condition details,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,06:50:52,,,,50,Maximum character limit is 50,361,
MOTOR_TITLE5,DescribeMotorIncident,Describe motor incident,1,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,Header,1,,0,S0025570616,11.02.2025,06:50:52,,,,50,Maximum character limit is 50,373,
MOTOR_ACCIDENTDRAWING_BTNCLEAR,ACCDR_Clear,Clear,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,06:50:53,,,,50,Maximum character limit is 50,374,
MOTOR_ACCIDENTDRAWING_BTNSAVE,ACDRT_SaveAccidentDrawing,Save,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,NOne,Button,1,,0,S0025570616,11.02.2025,06:50:53,,,,50,Maximum character limit is 50,375,
MOTOR_ACCIDENTDRAWING_BTNDRAW,ACDRT_EditAccidentDrawing,Draw,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NOne,None,Button,1,,0,S0025570616,11.02.2025,06:50:53,,,,50,Maximum character limit is 50,376,
INCPR_MOTOR_TITLE1,INCPR_vehicleinvolved,Vehicle involved,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,06:57:57,,,,50,Maximum character limit is 50,382,
INCPR_MOTOR_T1_LABEL6,INCPR_restrictions,Restrictions,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_MTVDT_T1LB6,INC_T_MTVDT_RESTR,VehicleDetails/T1LB6,1,,0,S0025570616,11.02.2025,06:57:57,,,,50,Maximum character limit is 50,388,
INCPR_MOTOR_TITLE2,INCPR_operatordetails,Operator details,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,06:57:57,,,,50,Maximum character limit is 50,408,
INCPR_MOTOR_TITLE3,INCPR_passengerdetails,Passenger details,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,06:57:57,,,,50,Maximum character limit is 50,409,
INCPR_MOTOR_TITLE3_BTNADD,INCPR_addpassenger,Add Passenger,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,06:57:57,,,,50,Maximum character limit is 50,410,
INCPR_MOTOR_T3_COL_DELETE,INCPR_passengerdelete,Delete,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,06:57:57,,,,50,Maximum character limit is 50,415,
INCPR_MOTOR_TITLE4,INCPR_ConditionsDetails,Condition details,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,06:57:57,,,,50,Maximum character limit is 50,416,
INCPR_MOTOR_TITLE5,INCPR_DescribeMotorIncident,Describe motor incident,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,Header,1,,0,S0025570616,11.02.2025,06:57:58,,,,50,Maximum character limit is 50,428,
INCPR_MOTOR_ACCIDENTDRAWING_BTNCLEAR,INCPR_ACCDR_Clear,Clear,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,06:57:58,,,,50,Maximum character limit is 50,429,
INCPR_MOTOR_ACCIDENTDRAWING_BTNSAVE,INCPR_ACDRT_SaveAccidentDrawing,Save,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,NOne,Button,1,,0,S0025570616,11.02.2025,06:57:58,,,,50,Maximum character limit is 50,430,
INCPR_MOTOR_ACCIDENTDRAWING_BTNDRAW,INCPR_ACDRT_EditAccidentDrawing,Draw,2,0,0,1,0,0,0,0,0,0,0,0,0,0,NOne,None,Button,1,,0,S0025570616,11.02.2025,06:57:58,,,,50,Maximum character limit is 50,431,
VIOLENCE_TITLE1,complainant,Complainant,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,07:19:48,,,,50,Maximum character limit is 50,437,
VIOLENCE_TITLE2,accused,Accused,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,07:19:48,,,,50,Maximum character limit is 50,438,
VIOLENCE_TITLE3,harassdetails,Harassment Details,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,07:19:48,,,,50,Maximum character limit is 50,439,
INCPR_VIOLENCE_TITLE1,INCPR_complainant,Complainant,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,07:21:56,,,,50,Maximum character limit is 50,455,
INCPR_VIOLENCE_TITLE2,INCPR_accused,Accused,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,07:21:56,,,,50,Maximum character limit is 50,456,
INCPR_VIOLENCE_TITLE3,INCPR_harassdetails,Harassment Details,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,07:21:56,,,,50,Maximum character limit is 50,457,
PROPERTY_TITLE1,propertydetails,Property details,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,07:35:52,,,,50,Maximum character limit is 50,473,
PROPERTY_BTN_ADD,addproperty,Add,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,07:35:52,,,,50,Maximum character limit is 50,474,
PROPERTY_BTN_DELETE,deleteProperty,Delete,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,07:35:52,,,,50,Maximum character limit is 50,475,
INCPR_PROPERTY_TITLE1,INCPR_propertydetails,Property details,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,07:37:25,,,,50,Maximum character limit is 50,488,
INCPR_PROPERTY_BTN_ADD,INCPR_addproperty,Add,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,07:37:25,,,,50,Maximum character limit is 50,489,
INCPR_PROPERTY_BTN_DELETE,INCPR_deleteProperty,Delete,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,07:37:25,,,,50,Maximum character limit is 50,490,
EXPOSURE_TITLE1,exposuredetails,Exposure details,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,07:50:45,,,,50,Maximum character limit is 50,503,
INCPR_EXPOSURE_TITLE1,INCPR_exposuredetails,Exposure details,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,07:52:23,,,,50,Maximum character limit is 50,517,
FIRE_TITLE1,firedetails,Fire details,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,08:07:35,,,,50,Maximum character limit is 50,531,
INCPR_FIRE_TITLE1,INCPR_firedetails,Fire details,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,08:09:16,,,,50,Maximum character limit is 50,543,
ENVIRONMENT_TITLE1,envdetails,Environmental details,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,08:39:21,,,,50,Maximum character limit is 50,555,
ENVIRONMENT_TITLE2,immedicateca,Immediate preventative / corrective actions,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,08:39:22,,,,50,Maximum character limit is 50,577,
ENVIRONMENT_T2_BTN_ADD,addCorrAction,Add,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,08:39:22,,,,50,Maximum character limit is 50,578,
ENVIRONMENT_T2_COL1,canumber,CA ID,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR_T2LB1,INC_T_ENVIR_CRAID,EnvironmentalDetails/CorrectiveActions/T2LB1,1,,0,S0025570616,11.02.2025,08:39:22,,,,50,Maximum character limit is 50,579,
ENVIRONMENT_T2_COL5,createdby,CA Createdby,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR_T2LB5,INC_T_ENVIR_UPDBY,EnvironmentalDetails/CorrectiveActions/T2LB5,1,,0,S0025570616,11.02.2025,08:39:22,,,,50,Maximum character limit is 50,583,
ENVIRONMENT_T2_COL_BTN_DELETE,deleteREINC_CA,Delete,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,08:39:22,,,,50,Maximum character limit is 50,584,
INCPR_ENVIRONMENT_TITLE1,INCPR_envdetails,Environmental details,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,08:41:25,,,,50,Maximum character limit is 50,585,
INCPR_ENVIRONMENT_TITLE2,INCPR_immedicateca,Immediate preventative / corrective actions,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,08:41:25,,,,50,Maximum character limit is 50,607,
INCPR_ENVIRONMENT_T2_BTN_ADD,INCPR_addCorrAction,Add,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,08:41:25,,,,50,Maximum character limit is 50,608,
INCPR_ENVIRONMENT_T2_COL1,INCPR_canumber,CA ID,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR_T2LB1,INC_T_ENVIR_CRAID,EnvironmentalDetails/CorrectiveActions/T2LB1,1,,0,S0025570616,11.02.2025,08:41:25,,,,50,Maximum character limit is 50,609,
INCPR_ENVIRONMENT_T2_COL5,INCPR_createdby,CA Createdby,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_ENVIR_T2LB5,INC_T_ENVIR_UPDBY,EnvironmentalDetails/CorrectiveActions/T2LB5,1,,0,S0025570616,11.02.2025,08:41:25,,,,50,Maximum character limit is 50,613,
INCPR_ENVIRONMENT_T2_COL_BTN_DELETE,INCPR_deleteREINC_CA,Delete,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,08:41:25,,,,50,Maximum character limit is 50,614,
OTHER_TITLE1,otherincdetail,Incident Details,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,10:02:12,,,,50,Maximum character limit is 50,615,
INCPR_OTHER_TITLE1,INCPR_otherincdetail,Incident Details,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,10:03:00,,,,50,Maximum character limit is 50,619,
CUSTOM1_TITLE1,CINC1_Title1,CUSTOM TITLE 1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,10:33:56,,,,50,Maximum character limit is 50,623,
CUSTOM1_T1_LABEL6,CINC1_ComboBox1,CUSTOM 6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_CSTM1_T1LB6,INC_T_CSTM1_CSCB1,CustomIncType1/T1LB6,1,,0,S0025570616,11.02.2025,10:33:56,,,,50,Maximum character limit is 50,629,
CUSTOM1_TITLE2,CINC1_Title2,CUSTOM TITLE 2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,10:33:56,,,,50,Maximum character limit is 50,636,
CUSTOM1_TITLE3,CINC1_Title3,CUSTOM TITLE 3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,header,1,,0,S0025570616,11.02.2025,10:33:56,,,,50,Maximum character limit is 50,643,
INCPR_CUSTOM1_TITLE1,INCPR_CINC1_Title1,CUSTOM TITLE 1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,10:34:29,,,,50,Maximum character limit is 50,646,
INCPR_CUSTOM1_T1_LABEL6,INCPR_CINC1_ComboBox1,CUSTOM 6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,INC_T_CSTM1_T1LB6,INC_T_CSTM1_CSCB1,CustomIncType1/T1LB6,1,,0,S0025570616,11.02.2025,10:34:29,,,,50,Maximum character limit is 50,652,
INCPR_CUSTOM1_TITLE2,INCPR_CINC1_Title2,CUSTOM TITLE 2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,10:34:29,,,,50,Maximum character limit is 50,659,
INCPR_CUSTOM1_TITLE3,INCPR_CINC1_Title3,CUSTOM TITLE 3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,header,1,,0,S0025570616,11.02.2025,10:34:29,,,,50,Maximum character limit is 50,666,
CUSTOM2_TITLE1,CINC2_Title1,CUSTOM TITLE 1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:04:32,,,,50,Maximum character limit is 50,669,
CUSTOM2_TITLE2,CINC2_Title2,CUSTOM TITLE 2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:04:32,,,,50,Maximum character limit is 50,682,
CUSTOM2_TITLE3,CINC2_Title3,CUSTOM TITLE 3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,header,1,,0,S0025570616,11.02.2025,11:04:32,,,,50,Maximum character limit is 50,689,
CUSTOM3_TITLE1,CINC3_Title1,CUSTOM TITLE 1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:04:32,,,,50,Maximum character limit is 50,692,
CUSTOM3_TITLE2,CINC3_Title2,CUSTOM TITLE 2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:04:33,,,,50,Maximum character limit is 50,705,
CUSTOM3_TITLE3,CINC3_Title3,CUSTOM TITLE 3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,header,1,,0,S0025570616,11.02.2025,11:04:33,,,,50,Maximum character limit is 50,712,
CUSTOM4_TITLE1,CINC4_Title1,CUSTOM TITLE 1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:04:33,,,,50,Maximum character limit is 50,715,
CUSTOM4_TITLE2,CINC4_Title2,CUSTOM TITLE 2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:04:33,,,,50,Maximum character limit is 50,728,
CUSTOM4_TITLE3,CINC4_Title3,CUSTOM TITLE 3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,header,1,,0,S0025570616,11.02.2025,11:04:33,,,,50,Maximum character limit is 50,735,
CUSTOM5_TITLE1,CINC5_Title1,CUSTOM TITLE 1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:04:33,,,,50,Maximum character limit is 50,738,
CUSTOM5_TITLE2,CINC5_Title2,CUSTOM TITLE 2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:04:33,,,,50,Maximum character limit is 50,751,
CUSTOM5_TITLE3,CINC5_Title3,CUSTOM TITLE 3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,header,1,,0,S0025570616,11.02.2025,11:04:33,,,,50,Maximum character limit is 50,758,
INCPR_CUSTOM2_TITLE1,INCPR_CINC2_Title1,CUSTOM TITLE 1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:06:37,,,,50,Maximum character limit is 50,761,
INCPR_CUSTOM2_TITLE2,INCPR_CINC2_Title2,CUSTOM TITLE 2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:06:37,,,,50,Maximum character limit is 50,774,
INCPR_CUSTOM2_TITLE3,INCPR_CINC2_Title3,CUSTOM TITLE 3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,header,1,,0,S0025570616,11.02.2025,11:06:37,,,,50,Maximum character limit is 50,781,
INCPR_CUSTOM3_TITLE1,INCPR_CINC3_Title1,CUSTOM TITLE 1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:06:37,,,,50,Maximum character limit is 50,784,
INCPR_CUSTOM3_TITLE2,INCPR_CINC3_Title2,CUSTOM TITLE 2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:06:37,,,,50,Maximum character limit is 50,797,
INCPR_CUSTOM3_TITLE3,INCPR_CINC3_Title3,CUSTOM TITLE 3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,header,1,,0,S0025570616,11.02.2025,11:06:38,,,,50,Maximum character limit is 50,804,
INCPR_CUSTOM4_TITLE1,INCPR_CINC4_Title1,CUSTOM TITLE 1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:06:38,,,,50,Maximum character limit is 50,807,
INCPR_CUSTOM4_TITLE2,INCPR_CINC4_Title2,CUSTOM TITLE 2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:06:38,,,,50,Maximum character limit is 50,820,
INCPR_CUSTOM4_TITLE3,INCPR_CINC4_Title3,CUSTOM TITLE 3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,header,1,,0,S0025570616,11.02.2025,11:06:38,,,,50,Maximum character limit is 50,827,
INCPR_CUSTOM5_TITLE1,INCPR_CINC5_Title1,CUSTOM TITLE 1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:06:38,,,,50,Maximum character limit is 50,830,
INCPR_CUSTOM5_TITLE2,INCPR_CINC5_Title2,CUSTOM TITLE 2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,11:06:38,,,,50,Maximum character limit is 50,843,
INCPR_CUSTOM5_TITLE3,INCPR_CINC5_Title3,CUSTOM TITLE 3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,header,1,,0,S0025570616,11.02.2025,11:06:38,,,,50,Maximum character limit is 50,850,
ATTACHMENT_TAB_TITLE1,attachmentTitle,Attachments,1,0,0,1,0,0,0,0,0,0,0,0,0,0,none,none,Header,1,,0,S0025570616,11.02.2025,11:22:32,,,,50,Maximum character limit is 50,853,
ATTACHMENT_TAB_BTN_ADD,addattach,Add,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,button,1,,0,S0025570616,11.02.2025,11:22:32,,,,50,Maximum character limit is 50,854,
ATTACHMENT_TAB_BTN_DELETE,None,Delete,1,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,button,1,,0,S0025570616,11.02.2025,11:22:32,,,,50,Maximum character limit is 50,861,
INCPR_ATTACHMENT_TAB_TITLE1,INCPR_attachmentTitle,Attachments,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,none,Header,1,,0,S0025570616,11.02.2025,11:22:32,,,,50,Maximum character limit is 50,862,
INCPR_ATTACHMENT_TAB_BTN_ADD,INCPR_addattach,Add,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,button,1,,0,S0025570616,11.02.2025,11:22:32,,,,50,Maximum character limit is 50,863,
INCPR_ATTACHMENT_TAB_BTN_DELETE,None,Delete,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,button,1,,0,S0025570616,11.02.2025,11:22:32,,,,50,Maximum character limit is 50,870,
HELP_VIDEO_URL,None,Video Help,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,None,1,,0,S0025570616,11.02.2025,12:51:48,,,,50,Maximum character limit is 50,871,
ATTACHMENT_FRAG_TITLE1,REINC_addattach,Attachment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,header,1,,0,S0025570616,11.02.2025,12:51:48,,,,50,Maximum character limit is 50,872,
ATTACHMENT_FRAG_BTN_SAVE,FRPAT_Add,Save,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,12:51:48,,,,50,Maximum character limit is 50,878,
ATTACHMENT_FRAG_BTN_CANCEL,FRPAT_Cancel,Cancel,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,12:51:48,,,,50,Maximum character limit is 50,879,
INCPR_HELP_VIDEO_URL,INCPR_None,Video Help,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,None,1,,0,S0025570616,11.02.2025,12:51:48,,,,50,Maximum character limit is 50,880,
INCPR_ATTACHMENT_FRAG_TITLE1,INCPR_REINC_addattach,Attachment,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,header,1,,0,S0025570616,11.02.2025,12:51:48,,,,50,Maximum character limit is 50,881,
INCPR_ATTACHMENT_FRAG_BTN_SAVE,INCPR_FRPAT_Add,Save,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,12:51:48,,,,50,Maximum character limit is 50,887,
INCPR_ATTACHMENT_FRAG_BTN_CANCEL,INCPR_FRPAT_Cancel,Cancel,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,12:51:48,,,,50,Maximum character limit is 50,888,
BASIC_SIGN_FRAG_BTN_CONFIRM,confirm,Confirm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,13:24:20,,,,50,Maximum character limit is 50,890,
BASIC_SIGN_FRAG_BTN_CANCEL,cancel,Cancel,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,13:24:20,,,,50,Maximum character limit is 50,891,
VH_TITLE_EMPLOYEE,employee,Employee,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,13:24:20,,,,50,Maximum character limit is 50,892,
DRAFT_FRAG_TITLE1,saveddraft,Drafts,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,13:24:20,,,,50,Maximum character limit is 50,893,
DRAFT_FRAG_COL1,draftid,Draft ID,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,13:24:20,,,,50,Maximum character limit is 50,894,
DRAFT_FRAG_COL2,draftname,Draft Name,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,13:24:20,,,,50,Maximum character limit is 50,895,
DRAFT_FRAG_COL3,FDRFT_updateby,Updated By,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,13:24:20,,,,50,Maximum character limit is 50,896,
DRAFT_FRAG_COL4,FDRFT_updatedate,Updated Date,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,13:24:20,,,,50,Maximum character limit is 50,897,
DRAFT_FRAG_NODRAFTTITLE,FDRFT_NoDraft,No saved drafts available,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,13:24:20,,,,50,Maximum character limit is 50,898,
DRAFT_FRAG_BTN_CANCEL,FDRFT_CancelDraft,Cancel,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,13:24:21,,,,50,Maximum character limit is 50,900,
POP_STATEMENT_LABEL1,None,Attachment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Header,1,,0,S0025570616,11.02.2025,13:24:21,,,,50,Maximum character limit is 50,901,
POP_STATEMENT_BTN_DELETE,None,Delete,1,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,13:24:21,,,,50,Maximum character limit is 50,902,
INCPR_BASIC_SIGN_FRAG_BTN_CONFIRM,INCPR_confirm,Confirm,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,13:24:21,,,,50,Maximum character limit is 50,904,
INCPR_BASIC_SIGN_FRAG_BTN_CANCEL,INCPR_cancel,Cancel,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,13:24:21,,,,50,Maximum character limit is 50,905,
INCPR_POP_STATEMENT_LABEL1,None,Attachment,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,header,1,,0,S0025570616,11.02.2025,13:24:21,,,,50,Maximum character limit is 50,906,
INCPR_POP_STATEMENT_BTN_DELETE,None,Delete,2,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,Button,1,,0,S0025570616,11.02.2025,13:24:21,,,,50,Maximum character limit is 50,907,
INCPR_WORKLIST_KPI_OPEN,WLKPI_OpenIncidents,Open,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,KPI,1,,0,S0025570616,11.02.2025,14:50:31,,,,50,Maximum character limit is 50,908,
INCPR_WORKLIST_KPI_CLOSE,WLKPI_ClosedIncidents,Close,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,KPI,1,,0,S0025570616,11.02.2025,14:50:31,,,,50,Maximum character limit is 50,909,
INCPR_WRKLST_FILTER1,WLFTR_Incident#,Incident Number,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,Filter,1,,0,S0025570616,11.02.2025,14:50:31,,,,50,Maximum character limit is 50,910,
INCPR_WRKLST_FILTER2,WLFTR_incdate,Incident Date,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,Filter,1,,0,S0025570616,11.02.2025,14:50:31,,,,50,Maximum character limit is 50,911,
INCPR_WRKLST_FILTER3,WLFTR_IncidentStatus,Incident Status,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,Filter,1,,0,S0025570616,11.02.2025,14:50:31,,,,50,Maximum character limit is 50,912,
INCPR_WRKLST_FILTER4,WLFTR_inctype,Incident Type,2,0,0,1,0,0,0,0,0,0,0,0,0,0,none,None,Filter,1,,0,S0025570616,11.02.2025,14:50:31,,,,50,Maximum character limit is 50,913,
