UNQID,TYVAL,TXVAL,COLID,TXDES,MODTY,ISDBL,ISEDT,ISADD,ISEMP,ISSFT,ISMGR,ISDEL,CRTBY,CRTDT,CRTTM,CHNBY,CHNDT,CHNTM,INCTY
713,Reporting On Behalf,No,2,Are You Reporting On Behalf Of Someone Else?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,S0025952742,23.09.2024,07:27:29,
714,Regulatory Agencies,Yes,1,Have Regulatory Agencies Been Notified?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,21.03.2025,12:41:14,
715,Regulatory Agencies,No,2,Have Regulatory Agencies Been Notified?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,21.03.2025,12:41:14,
716,Workers Compensation,Yes,1,Has A Workers Compensation Claim Been Submitted?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,21.03.2025,12:41:30,
717,Workers Compensation,No,2,Has A Workers Compensation Claim Been Submitted?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,21.03.2025,12:41:30,
718,Emergency Services,Yes,1,Were Emergency Services Notified?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,21.03.2025,12:41:41,
719,Emergency Services,No,2,Were Emergency Services Notified?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,21.03.2025,12:41:41,
720,Injured Taken,Yes,1,Was The Injured Taken To A Medical Facility?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,12.03.2025,10:47:08,
721,Injured Taken,No,2,Was The Injured Taken To A Medical Facility?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,12.03.2025,10:47:08,
722,Alternative Duties,Yes,1,Any Alternative Duties Available?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:12:51,
723,Alternative Duties,No,2,Any Alternative Duties Available?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:12:51,
724,Impact On Work Ability,Yes,1,Any Impact On Work Ability?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:13:09,
725,Impact On Work Ability,No,2,Any Impact On Work Ability?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:13:09,
726,Ergonomic Assessment,Yes,1,Have You Previously Had An Ergonomic Assessment Completed?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:21:16,
727,Ergonomic Assessment,No,2,Have You Previously Had An Ergonomic Assessment Completed?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:21:16,
728,Operator Permitted,Yes,1,Was The Operator Permitted / Certified,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:30:44,
729,Operator Permitted,No,2,Was The Operator Permitted / Certified,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:30:44,
730,Vehicle Damaged,Yes,1,Was The Vehicle Damaged?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:31:08,
731,Vehicle Damaged,No,2,Was The Vehicle Damaged?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:31:08,
732,Valid,Yes,1,Valid,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:44:33,
733,Valid,No,2,Valid,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:44:33,
734,Mechanical Failure,Yes,1,Mechanical Failure,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:45:38,
735,Mechanical Failure,No,2,Mechanical Failure,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:45:38,
736,Seat Belt Worn,Yes,1,Were Seat Belt Worn?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:33:07,
737,Seat Belt Worn,No,2,Were Seat Belt Worn?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,12:33:07,
738,Operator Insured,Yes,1,Is Operator Insured?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,12.03.2025,11:57:00,
739,Operator Insured,No,2,Is Operator Insured?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,12.03.2025,11:57:00,
740,Notice Of Occurrence,Yes,1,Has A Notice Of Occurrence (NOO) Been Received?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,13:15:40,
741,Notice Of Occurrence,No,2,Has A Notice Of Occurrence (NOO) Been Received?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,13:15:40,
742,Complainant Identify,Yes,1,Did The Complainant Identify A Human Rights Ground?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,13:21:09,
743,Complainant Identify,No,2,Did The Complainant Identify A Human Rights Ground?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,13:21:09,
744,Previous Incident,Yes,1,Were There Any Previous Incident?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,13:33:41,
745,Previous Incident,No,2,Were There Any Previous Incident?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,13:33:41,
746,Safety Concerns,Yes,1,Are There Any Safety Concerns Related To The Damage?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,13:34:04,
747,Safety Concerns,No,2,Are There Any Safety Concerns Related To The Damage?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,13:34:04,
748,PPE Used,Yes,1,Was PPE Used?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,14:11:26,
749,PPE Used,No,2,Was PPE Used?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,14:11:26,
750,Expose Person,Yes,1,Did Expose Person Received The Treatment?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,14:13:17,
751,Expose Person,No,2,Did Expose Person Received The Treatment?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,14:13:17,
752,Area Evacuated,Yes,1,Was The Area Evacuated?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,14:27:46,
753,Area Evacuated,No,2,Was The Area Evacuated?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,14:27:46,
754,Fire Contained,Yes,1,Is The Fire Contained?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,14:20:54,
755,Fire Contained,No,2,Is The Fire Contained?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,14:20:54,
756,Concentration Known,Yes,1,Is The Concentration Known?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,14:40:46,
757,Concentration Known,No,2,Is The Concentration Known?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,14:40:46,
758,spill contained,Yes,1,Was the release / spill contained?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,14:42:26,
759,spill contained,No,2,Was the release / spill contained?,Incident,0,1,1,,,,0,DB_SLS1128,02.02.2024,13:19:51,DB_SLS1128,11.03.2025,14:42:26,
760,Vehicle Owned By,Company Owned Vehicle,1,Vehicle Owned By,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,06:44:37,DB_SLS1128,11.03.2025,12:27:01,
761,Vehicle Owned By,Non-Company Owned Vehicle,2,Vehicle Owned By,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,06:44:37,DB_SLS1128,11.03.2025,12:27:01,
762,Type of Injury Illness,First Aid,1,Type Of Injury / Illness,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,06:44:37,DB_SLS1128,24.03.2025,10:54:04,
763,Type of Injury Illness,Medical Aid,2,Type Of Injury / Illness,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,06:44:37,DB_SLS1128,24.03.2025,10:54:04,
768,Select Alternative Duty,Sedentary (Desk Work),1,Select Alternative Duty,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,08:20:04,DB_SLS1128,11.03.2025,12:13:40,
769,Select Alternative Duty,"Modified Duties (Hours of Work, Job Bundling, Standing, Sitting, Walking, etc.)",2,Select Alternative Duty,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,08:20:04,DB_SLS1128,11.03.2025,12:13:40,
771,documented on these allegations,Yes,1,Has a previous case been documented on these allegations?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:11,,,,
772,documented on these allegations,No,2,Has a previous case been documented on these allegations?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:23,,,,
773,previously report,Yes,1,Did the Principal party previously report their concerns?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
774,previously report,No,2,Did the Principal party previously report their concerns?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
775,identified any witnesses,Yes,1,Has the Principal party identified any witnesses?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
776,identified any witnesses,No,2,Has the Principal party identified any witnesses?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
777,RNOO Principal party,Yes,1,Has a RNOO been provided to the Principal Party?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
778,RNOO Principal party,No,2,Has a RNOO been provided to the Principal Party?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
779,RNOO Responding party,Yes,1,Has a RNOO been provided to the Responding Party?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
780,RNOO Responding party,No,2,Has a RNOO been provided to the Responding Party?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
781,preferred method of contact,Phone,1,Principal Party's preferred method of contact?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
782,preferred method of contact,Email,2,Principal Party's preferred method of contact?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
783,preferred method of contact,Mail,3,Principal Party's preferred method of contact?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
784,preferred method of contact,Other,4,Principal Party's preferred method of contact?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
785,Workplace Harassment and Violence,Yes,1,Do the Team Leader/D.R. and the Principal party mutually agree this is not a Workplace Harassment and Violence complaint?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
786,Workplace Harassment and Violence,No,2,Do the Team Leader/D.R. and the Principal party mutually agree this is not a Workplace Harassment and Violence complaint?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
787,resolving the occurrence,Yes,1,Were these efforts effective in resolving the occurrence to the satisfaction of the Principal Party?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
788,resolving the occurrence,No,2,Were these efforts effective in resolving the occurrence to the satisfaction of the Principal Party?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
789,conciliation discussed Principal Party,Yes,1,Was conciliation discussed with Principal Party?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
790,conciliation discussed Principal Party,No,2,Was conciliation discussed with Principal Party?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
791,conciliation discussed Responding Party,Yes,1,Was conciliation discussed with Responding Party?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
792,conciliation discussed Responding Party,No,2,Was conciliation discussed with Responding Party?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
793,willing to attempt conciliation,Yes,1,Are the Principal party and Responding party willing to attempt conciliation?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
794,willing to attempt conciliation,No,2,Are the Principal party and Responding party willing to attempt conciliation?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
795,conciliation effective,Yes,1,Was conciliation effective at resolving the compliant to the Principal party’s satisfaction?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
796,conciliation effective,No,2,Was conciliation effective at resolving the compliant to the Principal party’s satisfaction?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
797,formal investigation,Yes,1,Has the Principal Party requested a formal investigation?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
798,formal investigation,No,2,Has the Principal Party requested a formal investigation?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
799,Principal Party withdrawing,Yes,1,Has HR/WHV advisor confirmed case can be closed due to Principal Party withdrawing from process?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
800,Principal Party withdrawing,No,2,Has HR/WHV advisor confirmed case can be closed due to Principal Party withdrawing from process?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
801,final status update,Yes,1,Was a final status update provided to Principal party/Responding party and saved on the case?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
802,final status update,No,2,Was a final status update provided to Principal party/Responding party and saved on the case?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
803,allegations founded,Yes,1,Were allegations founded?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
804,allegations founded,No,2,Were allegations founded?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
805,meeting held with management,Yes,1,Was a debrief meeting held with management team?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
806,meeting held with management,No,2,Was a debrief meeting held with management team?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
807,LJHSC committee,Yes,1,Report reviewed with LJHSC committee(by assigned Manager/Director),Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
808,LJHSC committee,No,2,Report reviewed with LJHSC committee(by assigned Manager/Director),Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
809,recommendations to complete,Yes,1,Was there joint agreement on recommendations to complete?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
810,recommendations to complete,No,2,Was there joint agreement on recommendations to complete?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
811,Status of recommendations,In Progress,1,Status of recommendations,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
812,Status of recommendations,Completed,2,Status of recommendations,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
813,Status of recommendations,No Recommendations,3,Status of recommendations,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
814,saved on the case,Yes,1,Was a final status update provided to Principal party/Responding party and saved on the case?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
815,saved on the case,No,2,Was a final status update provided to Principal party/Responding party and saved on the case?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
816,Early Intervention Kit,Yes,1,Was the Early Intervention Kit (EIK) Provided to the employee?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
817,Early Intervention Kit,No,2,Was the Early Intervention Kit (EIK) Provided to the employee?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
818,EIK provided,Yes,1,Was the EIK provided within the 24 hrs of the time the incident was reported?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
819,EIK provided,No,2,Was the EIK provided within the 24 hrs of the time the incident was reported?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
820,modified duties discussed,Yes,1,Were modified duties discussed with the employee?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
821,modified duties discussed,No,2,Were modified duties discussed with the employee?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
822,employee accept the modified,Yes,1,Did the employee accept the modified duties and return to work?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
823,employee accept the modified,No,2,Did the employee accept the modified duties and return to work?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
824,challenge this claim,Yes,1,Do you want to challenge this claim?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
825,challenge this claim,No,2,Do you want to challenge this claim?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
826,raised the concern satisfied,Yes,1,Was the employee who raised the concern satisfied with the actions taken?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
827,raised the concern satisfied,No,2,Was the employee who raised the concern satisfied with the actions taken?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
828,matter considered resolved,Yes,1,Was this matter considered resolved?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
829,matter considered resolved,No,2,Was this matter considered resolved?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
830,identity of the principal party,Yes,1,Is the identity of the principal party known?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
831,identity of the principal party,No,2,Is the identity of the principal party known?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
832,actions been completed,Yes,1,Have all actions been completed,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
833,actions been completed,No,2,Have all actions been completed,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
834,identity of the responding party,Yes,1,Is the identity of the responding party known?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
835,identity of the responding party,No,2,Is the identity of the responding party known?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
836,responding party is a Company employee,Yes,1,Is it probable that the responding party is a Company employee?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
837,responding party is a Company employee,No,2,Is it probable that the responding party is a Company employee?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,,,,
838,person who raised the concern,Yes,1,Was the person who raised the concern satisfied with the actions taken?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,SLS1128,12.02.2024,12:52:49,
839,person who raised the concern,No,2,Was the person who raised the concern satisfied with the actions taken?,Incident,0,1,1,,,,0,DB_SLS1128,05.02.2024,09:49:34,SLS1128,12.02.2024,12:52:49,
842,Type of Near Miss,Test Content,5,Type of Near Miss,Incident,0,1,1,,,,0,SLS1116,07.02.2024,04:39:09,DB_SLS1128,11.03.2025,10:31:22,
843,Incident Portal KPI,Incident#,1,Type Of Occurrence Physical,Incident,0,1,1,,,,1,DB_SLS1209,09.02.2024,10:59:49,SLS1116,14.02.2024,13:50:42,
844,Incident Portal KPI,Incident Status,2,Type Of Occurrence Physical,Incident,0,1,1,,,,1,DB_SLS1209,09.02.2024,10:59:49,SLS1116,14.02.2024,13:50:42,
845,Incident Portal KPI,Incident Type,3,Type Of Occurrence Physical,Incident,0,1,1,,,,1,DB_SLS1209,09.02.2024,10:59:49,SLS1116,14.02.2024,13:50:42,
846,Incident Portal KPI,Reported by Name,4,Type Of Occurrence Verbal,Incident,0,1,1,,,,1,DB_SLS1209,12.02.2024,07:19:51,SLS1116,14.02.2024,13:50:42,
847,Incident Portal KPI,Date Of Incident,5,Type Of Occurrence Verbal,Incident,0,1,1,,,,1,DB_SLS1209,12.02.2024,07:19:51,SLS1116,14.02.2024,13:50:42,
848,Incident Portal KPI,Incident Location,6,Type Of Occurrence Verbal,Incident,0,1,1,,,,1,DB_SLS1209,12.02.2024,07:19:51,SLS1116,14.02.2024,13:50:42,
849,Incident Portal KPI,Incident Country,7,Type Of Occurrence Verbal,Incident,0,1,1,,,,1,DB_SLS1209,12.02.2024,07:19:51,SLS1116,14.02.2024,13:50:42,
850,Incident Portal KPI,Incident Severity,8,Type Of Occurrence Verbal,Incident,0,1,1,,,,1,DB_SLS1209,12.02.2024,07:19:51,SLS1116,14.02.2024,13:50:42,
851,Incident Portal KPI,Incident Probability,9,Type Of Occurrence Verbal,Incident,0,1,1,,,,1,DB_SLS1209,12.02.2024,07:19:51,SLS1116,14.02.2024,13:50:42,
854,multi-casualty incident event,Yes,1,Is this a multi-casualty incident event?,Incident,0,1,1,,,,0,DB_SLS1209,15.02.2024,13:39:09,,,,
855,multi-casualty incident event,No,2,Is this a multi-casualty incident event?,Incident,0,1,1,,,,0,DB_SLS1209,15.02.2024,13:39:09,,,,
858,Incident Level,Fatal,1,Incident Level,Incident,0,1,1,,,,0,DB_SLS1209,15.02.2024,13:39:09,DB_SLS1128,11.03.2025,18:36:30,
859,Incident Level,High,2,Incident Level,Incident,0,1,1,,,,0,DB_SLS1209,15.02.2024,13:39:09,DB_SLS1128,11.03.2025,18:36:30,
860,Incident Level,Medium,3,Incident Level,Incident,0,1,1,,,,0,DB_SLS1209,15.02.2024,13:39:09,DB_SLS1128,11.03.2025,18:36:30,
861,Incident Level,Low,4,Incident Level,Incident,0,1,1,,,,0,DB_SLS1209,15.02.2024,13:39:09,DB_SLS1128,11.03.2025,18:36:30,
862,multi casualty incident event,Yes,1,Is this a multi-casualty incident event?,Incident,0,1,1,,,,0,DB_SLS1209,19.02.2024,12:56:00,DB_SLS1128,11.03.2025,18:32:14,
863,multi casualty incident event,No,2,Is this a multi-casualty incident event?,Incident,0,1,1,,,,0,DB_SLS1209,19.02.2024,12:56:00,DB_SLS1128,11.03.2025,18:32:14,
864,Known Hazard,Yes,1,Known Hazard,Incident,0,1,1,,,,0,DB_SLS1209,19.02.2024,12:56:00,DB_SLS1128,11.03.2025,18:34:48,
865,Known Hazard,No,2,Known Hazard,Incident,0,1,1,,,,0,DB_SLS1209,19.02.2024,12:56:00,DB_SLS1128,11.03.2025,18:34:48,
867,Config Role,Role 1,1,"REINC,INCPR,CRACT",Incident,0,1,1,,,,0,DB_SLS1209,21.02.2024,08:35:18,,,,
868,Config Role,Role 2,2,"REINC,INCPR,CRACT",Incident,0,1,1,,,,0,DB_SLS1209,21.02.2024,08:35:18,,,,
869,Config Role,Role 3,3,"REINC,INCPR,CRACT",Incident,0,1,1,,,,0,DB_SLS1209,21.02.2024,08:35:18,,,,
870,Safety Officer,/SODLS/INC/SafetyOfficer/slsincslsreincsfo/INCXDo8Z9GQEw0XPTyO3IDpYK2xQfg1Ytbg.xsodata,1,Path for report incident Application,Incident,,,,,,,0,DB_SLS1128,23.02.2024,06:42:49,,,,
871,Supervisor,/SODLS/INC/Supervisor/slsincslsreincsfo/INCXDo8Z9GQEw0XPTyO3IDpYK2xQfg1Ytbg.xsodata,2,Path for report incident Application,Incident,,,,,,,0,DB_SLS1128,23.02.2024,06:43:50,,,,
872,Config Role,Role 4,4,"REINC,INCPR,CRACT",Incident,0,1,1,,,,0,DB_SLS1209,05.03.2024,06:38:09,,,,
873,Config Role,Investigator,5,"INCPR,CRACT",Incident,0,1,1,,,,1,DB_SLS1209,07.03.2024,09:45:45,,,,
874,Config Role,Director,6,"REINC,INCPR,CRACT",Incident,0,1,1,,,,1,DB_SLS1209,07.03.2024,09:45:45,,,,
875,Config Role,Role 5,5,"REINC,INCPR,CRACT",Incident,0,1,1,,,,0,DB_SLS1209,07.03.2024,09:45:45,,,,
876,CA Status,Complete,4,CA Status,Incident,,,,,,,0,DB_SLS1209,12.03.2024,07:21:59,DB_SLS1128,11.03.2025,19:06:10,
877,Type of Near Miss,My New Type,6,Type of Near Miss,Incident,0,1,1,,,,0,SLSC1002,13.03.2024,20:31:09,DB_SLS1128,11.03.2025,10:31:22,
878,Config Role,Disability Consultant,8,"INCPR,CRACT",Incident,0,1,1,,,,1,DB_SLS1209,18.03.2024,08:04:18,,,,
879,Config Role,Fleet Maintenance,9,"INCPR,CRACT",Incident,0,1,1,,,,1,DB_SLS1209,18.03.2024,08:04:18,,,,
880,Config Role,Workplace Harassment and Violence Advisors,10,"INCPR,CRACT",Incident,0,1,1,,,,1,DB_SLS1209,18.03.2024,08:04:18,,,,
881,Config Role,Health Professional,11,"INCPR,CRACT",Incident,0,1,1,,,,1,DB_SLS1209,18.03.2024,08:04:18,,,,
882,Config Role,Emergency Response Team,12,"INCPR,CRACT",Incident,0,1,1,,,,1,DB_SLS1209,18.03.2024,08:04:18,,,,
883,Config Role,Environmental Team,13,"INCPR,CRACT",Incident,0,1,1,,,,1,DB_SLS1209,18.03.2024,08:04:18,,,,
884,Config Role,House Keeping & Administration,14,"INCPR,CRACT",Incident,0,1,1,,,,1,DB_SLS1209,18.03.2024,13:30:25,,,,
885,Config Role,Legal Department,15,"INCPR,CRACT",Incident,0,1,1,,,,1,DB_SLS1209,18.03.2024,13:30:25,,,,
886,Investigation Status,Pre-Investigation Complete,3,Investigation Status,Incident,,,,,,,0,DB_SLS1209,21.03.2024,06:48:15,,,,
887,Process Flow,Report Incident Created,1,Process Flow,Incident,,,,,,,0,DB_SLS1209,22.03.2024,07:48:43,,,,
888,Process Flow,Review Completed,2,Process Flow,Incident,,,,,,,0,DB_SLS1209,22.03.2024,07:48:43,,,,
889,Process Flow,Pre-Investigation Start,3,Process Flow,Incident,,,,,,,0,DB_SLS1209,22.03.2024,07:48:43,S0025570616,04.02.2025,08:08:49,
890,Process Flow,Pre-Investigation Completed,4,Process Flow,Incident,,,,,,,0,DB_SLS1209,22.03.2024,07:48:43,S0025570616,04.02.2025,08:08:49,
891,Process Flow,Investigation Start,5,Process Flow,Incident,,,,,,,0,DB_SLS1209,22.03.2024,07:48:43,,,,
892,Process Flow,Investigation Completed,6,Process Flow,Incident,,,,,,,0,DB_SLS1209,22.03.2024,07:48:43,,,,
893,Process Flow,Incident Close,7,Process Flow,Incident,,,,,,,0,DB_SLS1209,22.03.2024,07:48:43,,,,
894,Privacy Setting,None,4,Privacy Setting,Incident,0,1,1,,,,0,SLS1116,01.04.2024,06:38:11,DB_SLS1128,12.03.2025,11:18:31,
